method,k,WCSS,BCSS,CH_index
weighted,17,2675.0433146406276,297.884148798224,8.644068275047193
weighted,18,2669.725345690722,303.2021177481299,8.29064856103651
weighted,19,2664.7433001410864,308.18416329776574,7.9671706395174775
weighted,20,2659.714517209627,313.212946229225,7.67931330237464
weighted,21,2654.4865976220594,318.44086581679244,7.425725792594842
weighted,22,2576.6676652380806,396.25979820077066,9.058827950669635
weighted,23,2571.2582071295515,401.66925630929995,8.776446124556099
weighted,24,2527.531300557367,445.3961628814843,9.462133045159845
weighted,25,2520.001932714386,452.92553072446543,9.241231419611914
weighted,26,2514.7835697356304,458.1438937032207,8.985129817679795
weighted,27,2437.0728239221594,535.8546395166902,10.4187555440777
weighted,28,2433.345038599377,539.5824248394727,10.10993561356572
weighted,29,2428.0284519435722,544.8990114952771,9.858465673525204
weighted,30,2376.2974131616975,596.6300502771525,10.6404063404268
weighted,31,2280.554573257117,692.3728901817318,12.427297569246525
weighted,32,2241.57726155609,731.3502018827587,12.913814449234936
weighted,33,2235.747567954239,737.17989548461,12.632555280647049
weighted,34,2231.537042887327,741.390420551522,12.332894564151449
weighted,35,2223.542657850278,749.3848055885712,12.132824574308264
weighted,36,2220.0739941891575,752.8534692496919,11.849538030872923
weighted,37,2213.4451229972838,759.4823404415653,11.647095219937373
weighted,38,2206.8903768076875,766.0370866311614,11.454680361330519
weighted,39,2186.5484865725775,786.378976866272,11.546464278824336
weighted,40,2130.539373667263,842.3880897715859,12.358385887838809
weighted,41,2127.466052140115,845.4614112987339,12.10092163310859
weighted,42,2122.808759862069,850.1187035767796,11.887086463738527
weighted,43,2119.933696518984,852.9937669198645,11.649515515708114
weighted,44,2115.7619272883953,857.1655361504532,11.447370143317618
weighted,45,2108.5673312434874,864.3601321953628,11.310277587931816
weighted,46,2070.4535440210434,902.4739194178062,11.749447816666104
weighted,47,2050.65533898948,922.2721244493705,11.849804829618225
weighted,48,2039.7395476617926,933.1879157770579,11.788014874423757
weighted,49,2032.6442006701561,940.2832627686943,11.661152457381723
weighted,50,2028.9712031226834,943.9562603161671,11.479056901569265
weighted,51,2026.4976234119724,946.429840026878,11.283381076238712
weighted,52,2018.8535439977904,954.07391944106,11.184441533118198
weighted,53,2013.8868237338695,959.0406397049808,11.044496315948285
weighted,54,2011.3021229403032,961.6253404985471,10.870255811503009
weighted,55,2001.8510585445017,971.0764048943486,10.815693384106615
weighted,56,1998.5232669455706,974.4041964932796,10.664312793251515
weighted,57,1995.3105771317735,977.6168863070768,10.516582434484667
weighted,58,1992.7705726779593,980.156890760891,10.363499907532354
weighted,59,1989.9169364639406,983.0105269749098,10.22060190618022
weighted,60,1983.749381947298,989.1780814915523,10.133392194834098
weighted,61,1976.702628025305,996.2248354135452,10.062863746798477
weighted,62,1879.3698457747462,1093.5576176641027,11.418097080861898
weighted,63,1869.71729737176,1103.210166067089,11.382084343764758
weighted,64,1866.809165893004,1106.1182975458448,11.239034589133158
weighted,65,1847.6113350168873,1125.3161284219616,11.362876284086193
weighted,66,1843.68540894183,1129.2420544970191,11.241578871412202
weighted,67,1834.139535212679,1138.7879282261702,11.21354169811388
weighted,68,1827.7747170139246,1145.1527464249243,11.137243428097305
weighted,69,1824.1395510331793,1148.7879124056699,11.020970657487572
weighted,70,1812.5829922035446,1160.3444712353046,11.031175665687321
weighted,71,1809.8661446099404,1163.0613188289087,10.906227598920259
weighted,72,1804.2113144407624,1168.7161489980867,10.829639832075122
weighted,73,1794.8125352451577,1178.1149281936916,10.81236648365236
weighted,74,1787.754862858134,1185.1726005807154,10.761408685136658
weighted,75,1784.7016493795538,1188.2258140592955,10.652544099770434
weighted,76,1781.1007552536005,1191.826708185249,10.554753788254184
weighted,77,1777.243915203123,1195.6835482357264,10.463406599196848
weighted,78,1734.1971932112522,1238.7302702275972,10.955632200632737
weighted,79,1731.167018429982,1241.7604450088675,10.851412100735574
weighted,80,1709.5046417500282,1263.4228216888212,11.029736744298862
weighted,81,1706.8787794403254,1266.0486839985238,10.92202158491363
weighted,82,1704.5359496893068,1268.3915137495421,10.812810864420117
weighted,83,1698.4600918073293,1274.4673716315197,10.761352163387645
weighted,84,1688.3896167270157,1284.5378467118333,10.770453897959515
weighted,85,1685.949866216011,1286.977597222838,10.668789385622073
weighted,86,1682.5467765233266,1290.3806869155228,10.583511690670276
weighted,87,1674.2939495654796,1298.6335138733698,10.570220795781822
weighted,88,1667.6485319305118,1305.2789315083376,10.535046214829215
weighted,89,1641.868453381287,1331.0590100575619,10.77859467309486
weighted,90,1639.4797940992637,1333.4476693395852,10.68302912999718
weighted,91,1603.1814053970095,1369.7460580418394,11.08811510251518
weighted,92,1601.3811496219516,1371.5463138168975,10.983613166384819
weighted,93,1596.7153458157168,1376.2121176231321,10.923670743094183
weighted,94,1591.1485641836016,1381.7788992552478,10.878544734531326
weighted,95,1588.1575405159451,1384.7699229229042,10.79715082094043
weighted,96,1586.0633384130083,1386.8641250258406,10.704576666687085
weighted,97,1582.7574799439153,1390.1699834949338,10.631350278512778
weighted,98,1579.5974091449098,1393.3300542939396,10.557669867579406
weighted,99,1574.8043231834956,1398.123140255354,10.508742220823374
