method,k,WCSS,BCSS,CH_index
complete,33,2942.2579213501626,1697.8331884566546,22.10827050909793
complete,34,2931.442269706911,1708.6488400999062,21.636829314176875
complete,35,2922.8729391980896,1717.2181706087276,21.15037342638469
complete,36,2911.988069489536,1728.103040317281,20.736643222761955
complete,37,2896.518839457244,1743.5722703495726,20.43300780907231
complete,38,2888.7247553024554,1751.3663545043614,20.007129302491357
complete,39,2819.742194851917,1820.348914954901,20.726285211646612
complete,40,2813.238182213959,1826.8529275928584,20.29720232860957
complete,41,2797.7425183667087,1842.3485914401083,20.05170748954467
complete,42,2744.455108384526,1895.6360014222914,20.50243946539383
complete,43,2736.6533782774372,1903.43773152938,20.13738925061176
complete,44,2708.3726853505514,1931.7184244562654,20.15316308098758
complete,45,2697.0522841894035,1943.0388256174133,19.877333454745873
complete,46,2670.6330687275777,1969.4580410792394,19.87837126046699
complete,47,2659.542550178608,1980.548559628209,19.62109950162362
complete,48,2646.4526565768556,1993.6384532299612,19.41013508123286
complete,49,2636.951422240704,2003.139687566113,19.14931482298139
complete,50,2630.45016493791,2009.6409448689071,18.850315050455496
complete,51,2623.1152560709047,2016.9758537359123,18.577199958514683
complete,52,2609.853608228122,2030.237501578695,18.410593625843422
complete,53,2585.3531786063763,2054.737931200441,18.432342134835185
complete,54,2569.701228257984,2070.3898815488333,18.318110805093273
complete,55,2555.1047153719464,2084.9863944348704,18.193960562316597
complete,56,2547.950368007969,2092.1407417988485,17.959856846546085
complete,57,2536.2668233690515,2103.824286437766,17.804548464963574
complete,58,2501.836659971652,2138.254449835166,18.008128632545123
complete,59,2487.106791191915,2152.984318614904,17.91016907738378
complete,60,2466.8436117043093,2173.2474981025102,17.903368140687707
complete,61,2458.75050680227,2181.3406030045494,17.713916310810166
complete,62,2426.7740217371065,2213.317088069714,17.896933121297817
complete,63,2422.4899088930615,2217.601200913759,17.65879080189841
complete,64,2416.8984079279426,2223.192701878878,17.448016702431683
complete,65,2409.8918637248807,2230.1992460819392,17.265154221652725
complete,66,2404.7745747143613,2235.3165350924587,17.060499649996746
complete,67,2391.098882416182,2248.9922273906386,16.98723668475937
complete,68,2384.59664614087,2255.494463665951,16.813719403566243
complete,69,2380.6319418345715,2259.4591679722494,16.609260232408495
complete,70,2374.33060769695,2265.7605021098707,16.4439283008522
complete,71,2349.0513652016016,2291.0397446052193,16.552306158930868
complete,72,2338.777861197889,2301.3132486089316,16.450501183347395
complete,73,2325.042295569023,2315.0488142377976,16.401421426221525
complete,74,2311.524768244226,2328.566341562595,16.352552591411527
complete,75,2306.717920561632,2333.3731892451888,16.184887928920702
complete,76,2293.918766867503,2346.1723429393173,16.132636847103758
complete,77,2287.173842707137,2352.9172670996836,15.999682537306281
complete,78,2282.474115786672,2357.616994020148,15.842603920768925
complete,79,2261.4517878018696,2378.6393220049504,15.912142714429752
complete,80,2253.1496150431954,2386.941494763624,15.810239802902126
complete,81,2245.8863957560393,2394.2047140507802,15.697438873585526
complete,82,2240.2819334650408,2399.809176341779,15.565586063302044
complete,83,2225.092741144208,2414.9983686626115,15.565468400551184
complete,84,2221.025808904163,2419.065300902656,15.418913108199455
complete,85,2213.37301499705,2426.7180948097694,15.323343193973384
complete,86,2202.767497336849,2437.3236124699706,15.269458030750169
complete,87,2194.6553173845687,2445.435792422251,15.185150594147448
complete,88,2188.8351636673074,2451.2559461395126,15.073470161473804
complete,89,2180.730511305321,2459.3605985014988,14.994203492244582
complete,90,2175.506260544447,2464.584849262373,14.880171665187868
complete,91,2171.3178466162976,2468.773263190522,14.755642912130341
complete,92,2167.0784527278674,2473.0126570789516,14.634610523615992
complete,93,2161.0342153218858,2479.0568944849333,14.539034730580331
complete,94,2154.784719138788,2485.3063906680304,14.448375709370442
complete,95,2148.737841206071,2491.353268600748,14.357439947281152
complete,96,2144.1206648698617,2495.9704449369574,14.251032332876601
complete,97,2134.4372456025453,2505.6538642042724,14.209296639566526
complete,98,2129.427908110776,2510.663201696042,14.11191659906488
complete,99,2124.9824869626204,2515.1086228441973,14.00984416461884
weighted,2,4612.5720962068635,27.519013599955713,7.49937331572345
weighted,3,4599.37279779263,40.718312014189834,5.559692825331209
weighted,4,4549.323790329496,90.76731947733535,8.346514133682962
weighted,5,4538.519535110959,101.57157469587276,7.016095980377357
weighted,6,4201.770920618675,438.32018918814225,26.142081871130422
weighted,7,4185.176354743131,454.91475506368624,22.681372900580833
weighted,8,4162.784503394442,477.3066064123727,20.49145449689741
weighted,9,4133.488021616148,506.60308819066773,19.150105701489956
weighted,10,4110.793850659275,529.2972591475448,17.868737785667456
weighted,11,4100.534287845963,539.556821960856,16.42144331783828
weighted,12,3908.8073967927653,731.2837130140575,21.208765872884122
weighted,13,3874.348441724788,765.7426680820346,20.52206065057012
weighted,14,3863.654004695298,776.4371051115245,19.245715120156905
weighted,15,3742.5576874686876,897.5334223381312,21.30955944775318
weighted,16,3735.5681951005804,904.5229147062381,20.06516678336411
weighted,17,3728.9093455322122,911.1817642746063,18.968142665243914
weighted,18,3717.0572676342294,923.0338421725894,18.12763851267884
weighted,19,3711.069703451055,929.0214063557638,17.2454999641549
weighted,20,3627.392852781003,1012.6982570258172,18.20552364189243
weighted,21,3619.027321615246,1021.063788191574,17.464319241682116
weighted,22,3610.9053613471633,1029.185748459657,16.789124998328003
weighted,23,3603.7510139831857,1036.3400958236348,16.15635225968004
weighted,24,3568.4109099289853,1071.6801998778358,16.12610450612457
weighted,25,3563.2700332468025,1076.8210765600188,15.538129256703678
weighted,26,3550.6086119221623,1089.482497884659,15.13353981490578
weighted,27,3543.090512921077,1097.0005968857447,14.671076330271106
weighted,28,3521.6244744203773,1118.4666353864445,14.480190606914446
weighted,29,3514.1992665684493,1125.8918432383723,14.073994245875081
weighted,30,3503.7359450953477,1136.3551647114741,13.744742452600748
weighted,31,3497.4436360789095,1142.6474737279123,13.373301986085414
weighted,32,3487.9500675100803,1152.1410422967415,13.074294324247724
weighted,33,3427.788686169038,1212.302423637781,13.549941626516015
weighted,34,3423.0889592485732,1217.0021505582454,13.197610556040297
weighted,35,3416.8897176657047,1223.2013921411142,12.887524548835424
weighted,36,3346.52959943063,1293.5615103761877,13.506748922903292
weighted,37,3278.5484926402023,1361.542617166615,14.096728424455126
weighted,38,3271.6656257022205,1368.4254841045972,13.80276780753202
weighted,39,3256.2819706945547,1383.8091391122634,13.643645412569333
weighted,40,3236.765238148927,1403.325871657891,13.551470663055666
weighted,41,3231.6479491384075,1408.4431606684102,13.270967295118657
weighted,42,3226.468960020708,1413.6221497861097,13.005066329869397
weighted,43,3222.229566132278,1417.8615436745397,12.739771238419271
weighted,44,3217.6123897960683,1422.478720010749,12.491651944430584
weighted,45,3210.585128596303,1429.5059812105144,12.284791710143573
weighted,46,3198.1645439481085,1441.9265658587085,12.153199473925035
weighted,47,3186.3545689023153,1453.7365409045015,12.020883654891145
weighted,48,3180.9150463482097,1459.1760634586074,11.819576383103549
weighted,49,3170.4729035207424,1469.6182062860744,11.684889524100743
weighted,50,3151.7214503825585,1488.3696594242583,11.651804833517387
weighted,51,3134.468036993041,1505.6230728137766,11.605112258243647
weighted,52,3016.2672081522724,1623.8239016545447,12.741079073483768
weighted,53,3011.511292857805,1628.579816949012,12.542049669792503
weighted,54,3006.2870420969307,1633.8040677098863,12.35607982583306
weighted,55,2999.8193621426503,1640.2717476641665,12.191395706654188
weighted,56,2991.463458562727,1648.6276512440902,12.05429499288092
weighted,57,2986.960866147003,1653.1302436598141,11.879385590549182
weighted,58,2980.6620036697477,1659.429106137069,11.730435168822787
weighted,59,2973.7364565087883,1666.3546532980292,11.593597373507357
weighted,60,2957.9545775837023,1682.1365322231145,11.556781800665823
weighted,61,2954.0611880987185,1686.0299217080983,11.395971611014138
weighted,62,2949.8030783246318,1690.288031482186,11.244289205804774
weighted,63,2882.0704682660394,1758.0206415407783,11.766813355940446
weighted,64,2874.215232508307,1765.8758772985109,11.65381831470571
weighted,65,2869.1785097127845,1770.9126000940325,11.514999183097736
weighted,66,2862.1675933486285,1777.9235164581885,11.401056587396004
weighted,67,2852.4816776195444,1787.6094321872733,11.318323268565496
weighted,68,2838.8706530037534,1801.2204568030643,11.27867868067614
weighted,69,2834.398857074728,1805.69225273209,11.148612462899559
weighted,70,2830.8399150939586,1809.2511947128594,11.013270885719704
weighted,71,2825.951867828014,1814.139241978804,10.894925322111897
weighted,72,2818.7861577015924,1821.3049521052255,10.802217278566596
weighted,73,2815.283703611648,1824.80740619517,10.67694636566908
weighted,74,2699.526999875979,1940.5641099308389,11.669058301815289
weighted,75,2669.9027729774025,1970.1883368294154,11.806801996058098
weighted,76,2665.876002826521,1974.215106980297,11.680945745820928
weighted,77,2660.9551963044587,1979.1359135023592,11.567564816617
weighted,78,2655.6547034424175,1984.4364063644005,11.461059109803509
weighted,79,2652.491536079279,1987.5995737275393,11.336064094865627
weighted,80,2563.977369140418,2076.113740666401,12.084360399708185
weighted,81,2559.1266691298592,2080.96444067696,11.973694682095214
weighted,82,2549.911093069357,2090.1800167374627,11.91105135161618
weighted,83,2518.6398225267612,2121.451287280058,12.079820127648361
weighted,84,2512.598662414953,2127.4924473918654,11.986839132981986
weighted,85,2505.112655514483,2134.9784542923353,11.911187097342056
weighted,86,2501.795883142604,2138.2952266642146,11.794916734333821
weighted,87,2492.1769996498037,2147.914110157015,11.745383129436332
weighted,88,2486.3997320188973,2153.6913777879213,11.658700920153954
weighted,89,2476.3998888356705,2163.691220971148,11.616564194059325
weighted,90,2473.2773753680676,2166.813734438751,11.507295336937897
weighted,91,2459.276071519172,2180.8150382876465,11.508318756523295
weighted,92,2452.032943686353,2188.058166120466,11.443583051403659
weighted,93,2448.063943640303,2192.0271661665165,11.348380733725836
weighted,94,2445.2945177130387,2194.7965920937804,11.243617940662457
weighted,95,2424.4450599247784,2215.6460498820406,11.316526964374784
weighted,96,2410.330447699506,2229.760662107313,11.324988556328215
weighted,97,2398.871153201615,2241.2199566052036,11.308694031024856
weighted,98,2390.2131527601346,2249.877957046684,11.266338987015425
weighted,99,2385.191721448693,2254.8993883581247,11.190146930901973
